"Data Source","Type","Full Object Name","Object Name","Owner","Modified Date","Attributes","Entity Sources","Residencies","PII Count","Open Access","Number of Entities"
"SAS collections (SSN)","file","Workspaces/Shared\Collections\03_Tools\Skip-a-pay\2020 COVID-19\List sent to Ops team for investigation\20200605/20200605_DQ deferral data analysis accts.xlsx","20200605_DQ deferral data analysis accts.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:15.129","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\03_Tools\Skip-a-pay\2020 COVID-19\Analysis\20200612 NonPayer early charge-off/NonPayer early charge-off.xlsx","NonPayer early charge-off.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:15.095","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\03_Tools\Skip-a-pay\2020 COVID-19\06. Early Charge-off\outdated/Early CO accts_20200622_630pm.xlsx","Early CO accts_20200622_630pm.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:15.056","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\03_Tools\Skip-a-pay\2020 COVID-19\05. Unenroll\outdated/! Unenrollment Tracking.xlsx","! Unenrollment Tracking.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:12.968","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\03_Tools\! User folder\Yangyu Liu\202003 COVID-19 Skip-a-Payment\Daily Emergency Deferral Monitoring/Daily Emergency Deferral Monitoring Jul V2_Add trend chart.xlsx","Daily Emergency Deferral Monitoring Jul V2_Add trend chart.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:11.235","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\03_Tools\! User folder\Yangyu Liu\201906 Legal Non-payer Analysis\02. Outputs/data.csv","data.csv","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:10.771","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\03_Tools\! User folder\Nan Yang\Learning\Delinq calculation example/Minimum payment change.xlsx","Minimum payment change.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:10.742","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\03_Tools\! User folder\Nan Yang\Learning\20180511 Paydown vs CO curves/Static pool 20pct 9-6.xlsx","Static pool 20pct 9-6.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:10.735","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\02_Customer Contact\Projects\COVID-19\Postcard\Postcard Analysis/Postcard Analysis 0505.xlsx","Postcard Analysis 0505.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:10.142","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\02_Customer Contact\Projects\COVID-19\Incentive Program\Analysis/High Incentive Program Performance_0609_v2.xlsx","High Incentive Program Performance_0609_v2.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:10.117","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\02_Customer Contact\Liang Feng\Dialer\Report\script/DialerCampaignReport2018-11-5.html","DialerCampaignReport2018-11-5.html","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:08.843","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\02_Customer Contact\Liang Feng\Dialer\Report\script/DialerCampaignReport2018-10-30.html","DialerCampaignReport2018-10-30.html","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:08.841","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\02_Customer Contact\Liang Feng\Dialer\Report\script/DialerCampaignReport2018-10-29.html","DialerCampaignReport2018-10-29.html","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:08.841","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\02_Customer Contact\Liang Feng\Dialer\Report\script/DialerCampaignReport2018-10-26.html","DialerCampaignReport2018-10-26.html","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:08.841","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\02_Customer Contact\Liang Feng\Dialer\Report\script/DialerCampaignReport2018-10-25.html","DialerCampaignReport2018-10-25.html","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:08.840","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\02_Customer Contact\Liang Feng\Dialer\Report\script/DialerCampaignReport2018-10-24.html","DialerCampaignReport2018-10-24.html","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:08.840","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\02_Customer Contact\Liang Feng\Dialer\Report\script/DialerCampaignReport2018-10-23.html","DialerCampaignReport2018-10-23.html","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:08.839","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\02_Customer Contact\Liang Feng\Dialer\Report\script/DialerCampaignReport2018-10-20.html","DialerCampaignReport2018-10-20.html","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:08.839","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\02_Customer Contact\Liang Feng\Dialer\Report\script/DialerCampaignReport2018-10-19.html","DialerCampaignReport2018-10-19.html","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:08.837","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\02_Customer Contact\Liang Feng\AssetSale\New samples to buyers\NLEX/NLEX20190125.xlsx","NLEX20190125.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:08.709","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\01_Overall\Archieves\Yilin Zhang\Assignments\Goals/Customer Service Goal 2017 12 final.xlsx","Customer Service Goal 2017 12 final.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:07.630","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\01_Overall\Archieves\Yilin Zhang\Assignments\Goals/Customer Service Goal 2017 11.xlsx","Customer Service Goal 2017 11.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:07.630","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2018 02\02 02 letters/Nonsue_Reg1_TX_SPA.xlsx","Nonsue_Reg1_TX_SPA.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.924","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2018 02\02 02 letters/Letter_Data_all.xlsx.bak","Letter_Data_all.xlsx.bak","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.923","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2018 02\02 02 letters/Letter_Data_all.xlsx","Letter_Data_all.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.923","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\02_Customer Contact\Liang Feng\Dialer\Report\script/DialerCampaignReport2018-10-31.html","DialerCampaignReport2018-10-31.html","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:08.842","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2018 01\2018 01 12/Nonsue_Reg2_SPA.xlsx.bak","Nonsue_Reg2_SPA.xlsx.bak","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.881","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2017 12\12 01/Nonsue_Reg2_Eng.xlsx.bak","Nonsue_Reg2_Eng.xlsx.bak","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.749","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2017 12\12 01/Nonsue_Reg2_Eng.xlsx","Nonsue_Reg2_Eng.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.748","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2017 12\12 01/Nonsue_Reg1_CA_Eng.xlsx","Nonsue_Reg1_CA_Eng.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.745","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2017 11\2017 11 15/Nonsue_Reg1_CA_Eng.xlsx","Nonsue_Reg1_CA_Eng.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.728","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2017 11\2017 11 15/Letter_Data_all.xlsx.bak","Letter_Data_all.xlsx.bak","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.727","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2017 11\2017 11 01/Sued_CA_ENG_Reg1.xlsx","Sued_CA_ENG_Reg1.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.721","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2017 10\2017 10 12/Sued_CA_ES_Reg1.xlsx.bak","Sued_CA_ES_Reg1.xlsx.bak","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.703","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2017 10\2017 10 12/Sued_CA_ES_Reg1.xlsx","Sued_CA_ES_Reg1.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.703","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2017 09\2017 09 14/Letter_Data_all_v2.xlsx","Letter_Data_all_v2.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.668","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\01_Overall\Archieves\Yilin Zhang\Assignments\Beginning of Month\2013\July/FC Report.csv","FC Report.csv","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:06.238","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2017 09\2017 09 14/Letter_Data_all.xlsx.bak","Letter_Data_all.xlsx.bak","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.667","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2017 08\2017 08 14/Letter_Data_all.xlsx.bak","Letter_Data_all.xlsx.bak","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.630","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2017 08\2017 08 14/Letter_Data_all.xlsx","Letter_Data_all.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.629","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2017 08\2017 08 01/Sued_TX_ES_Reg1.xlsx.bak","Sued_TX_ES_Reg1.xlsx.bak","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.625","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2017 08\2017 08 01/Nonsue_Reg2_SPA.xlsx.bak","Nonsue_Reg2_SPA.xlsx.bak","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.616","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2017 08\2017 08 01/Nonsue_Reg2_SPA.xlsx","Nonsue_Reg2_SPA.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.616","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\2017 08\2017 08 01/Letter_Data_all.xlsx.bak","Letter_Data_all.xlsx.bak","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.608","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\12 2016\2016 12 13/letter data 2016 12.xlsx","letter data 2016 12.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.599","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\11 2016\11 03 2016/letter_data.xlsx","letter_data.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.578","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\10 2016\RCS Letters 2016 10 04/mery et all.xlsx","mery et all.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.565","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\07 2017\2017 07 14/Nonsue_Reg2_SPA.xlsx","Nonsue_Reg2_SPA.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.523","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\07 2017\2017 07 14/Nonsue_Reg1_CA_SPA.xlsx","Nonsue_Reg1_CA_SPA.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.520","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\07 2017\2017 07 03/Sued_CA_ES_Reg2.xlsx","Sued_CA_ES_Reg2.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.514","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\06 2017\2017 06 15V2/Nonsue_Reg1_CA_Eng.xlsx","Nonsue_Reg1_CA_Eng.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.483","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\06 2017\2017 06 15V2/Letter_Data_all.xlsx","Letter_Data_all.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.482","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\06 2017\2017 06 02/Nonsue_Reg2_SPA.xlsx","Nonsue_Reg2_SPA.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.447","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\06 2017\2017 06 02/Letter_Data_all.xlsx","Letter_Data_all.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.443","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\05 2017\2017 05 16/Nonsue_Reg2_SPA.xlsx","Nonsue_Reg2_SPA.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.419","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\05 2017\2017 05 03/Nonsue_Reg2_SPA.xlsx","Nonsue_Reg2_SPA.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.404","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\03 2017\2017 03 14/LetterData_CA_Region2_part1.xlsx","LetterData_CA_Region2_part1.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.352","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\02 2017\2017 02 14/LetterDatav2.xls","LetterDatav2.xls","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.331","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\02 2017\2017 02 02/LetterData.xml","LetterData.xml","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.318","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\01 2017\2017 01 04/LetterData_20170106.xlsx","LetterData_20170106.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.298","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\RCS Letters\CC Project\01 2017\2017 01 04/LetterData.xlsx","LetterData.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:44.298","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\Commissions\MX Commissions\2020\01 January/Final - 01 - QE Scores - Call Monitoring -January 2020.xlsx","Final - 01 - QE Scores - Call Monitoring -January 2020.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:41.988","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\Commissions\MX Commissions\2019\03 March/Performance EV-Specialty Audits March 31.xlsx","Performance EV-Specialty Audits March 31.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:41.932","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\Commissions\MX Commissions\2019\02 February/Performance EV-Specialty Audits February 28 Final.xlsx","Performance EV-Specialty Audits February 28 Final.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:41.925","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\Commissions\MX Commissions\2014\11 November/Agent EV Performance Tracker II (2).xlsx","Agent EV Performance Tracker II (2).xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:41.556","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\Assignments\Beginning of Month\YZ test\201807/Recovery Pivot July 2018.xlsx","Recovery Pivot July 2018.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:40.310","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\Assignments\Beginning of Month\YZ test\201807/RC2018.xlsx","RC2018.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:40.310","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\03_Tools\Skip-a-pay\2020 COVID-19\06. Early Charge-off\outdated/Early CO accts_20200622_630pm_upd.xlsx","Early CO accts_20200622_630pm_upd.xlsx","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:15.056","[classifier.US SSN]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\00_Recurring Tasks\Lexis Nexis Banko - BK and DC scrub\Automated BK Process\PostLNBKProcess for New files\Program Files\20200819/dispositions_update_bk_20200819.csv","dispositions_update_bk_20200819.csv","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:01.795","[classifier.Oportun SSN Near Term]",,,1,"No",
"SAS collections (SSN)","file","Workspaces/Shared\Collections\00_Recurring Tasks\Lexis Nexis Banko - BK and DC scrub\Automated BK Process\PostLNBKProcess for New files\Program Files\20200812/dispositions_update_bk_20200812.csv","dispositions_update_bk_20200812.csv","S-1-5-21-498304819-3224205621-3506385323-895650","2020-10-22 16:37:01.787","[classifier.Oportun SSN Near Term]",,,1,"No",
