"Data Source","Type","Full Object Name","Object Name","Owner","Modified Date","Attributes","Entity Sources","Residencies","PII Count","Open Access","Number of Entities"
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_ssn_15day_3time_v.sas7bdat","mdong_ssn_15day_3time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.440","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_ssn_15day_2time_velocity.sas7bdat","mdong_ssn_15day_2time_velocity.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.440","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_ssn_150day_2time_velocity.sas7bdat","mdong_ssn_150day_2time_velocity.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.437","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_ssn_120day_2time_velocity.sas7bdat","mdong_ssn_120day_2time_velocity.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.436","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_ssn_1010day_2time_velocity.sas7bdat","mdong_ssn_1010day_2time_velocity.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.431","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_phone_number_8day_3time_v.sas7bdat","mdong_phone_number_8day_3time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.425","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_phone_number_7day_3time_v.sas7bdat","mdong_phone_number_7day_3time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.422","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_phone_number_3day_3time_v.sas7bdat","mdong_phone_number_3day_3time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.412","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_phone_number_0day_3time_v.sas7bdat","mdong_phone_number_0day_3time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.399","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_name_dob_3day_3time_v.sas7bdat","mdong_name_dob_3day_3time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.356","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_lni_a_z_2day_3time_v.sas7bdat","mdong_lni_a_z_2day_3time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.332","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_itin_8day_2time_v.sas7bdat","mdong_itin_8day_2time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.304","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_itin_6day_2time_v.sas7bdat","mdong_itin_6day_2time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.298","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_itin_5day_2time_v.sas7bdat","mdong_itin_5day_2time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.295","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_itin_4day_2time_v.sas7bdat","mdong_itin_4day_2time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.294","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_itin_3day_2time_v.sas7bdat","mdong_itin_3day_2time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.291","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_itin_2day_2time_v.sas7bdat","mdong_itin_2day_2time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.287","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_itin_10day_2time_v.sas7bdat","mdong_itin_10day_2time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.278","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_full_a_4day_3time_v.sas7bdat","mdong_full_a_4day_3time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.270","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_full_a_3day_3time_v.sas7bdat","mdong_full_a_3day_3time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.269","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_full_a_2day_3time_v.sas7bdat","mdong_full_a_2day_3time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.268","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong/mdong_full_a_15day_3time_v.sas7bdat","mdong_full_a_15day_3time_v.sas7bdat","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:41.266","[classifier.Oportun SSN]",,,1,"No",
